1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;42,32,137,32,137,130,32,32,113,113,32,131,131,131,131,106,32,32,131,131,32,119,131,131,131,131,131,131,131,131,131,131,119,113,121,131
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1;115,115,115,75,2,61,61,61,48,6,6,62,41,75,132,78,78
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;131,92,137,113,113,113,32,42,42,113,121,42,121,121,113,92,42,42,42,113,144,144,42,42,4,113,113,113,84,84,113,113,113,113,109,113,109,18,18,109,109,113,109,18,109,18,4,119,106,113,113,113,34,113,113,113,113,141,141,144,127,127,127,42,127
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;81,127,81,67,144,144,34,131,131,131,81,67,131,131,131,131,131,131,144,113,131,130,109,106,84,18,119,144,144,113,127,131,131,42,127,131,131,131,119,119,131,131,131,131,127,109,144,131,131,131,131,113,113,121,131,131,131,131,131,131,131,113,113,144,131,131,121,131,131,131,127,113,127,67,131,34,131,121,131,131,131,131,131,144,131,22,131,131,131,131,131,67,131,144,131,131,131,131,131,131,121,131,131,42,131,144,144,144,131,144,144,131,131,144,144,144,113,18,131,131,144,144,131,131,131,131,144,131,144,131,131,131,113,113,131,42,121,131,109,131,119,144,144,144,131,42,131,131,131,131,131,131,131,131,131,131,131,144,144,144,113,18,119,22,119,22,121,127,82,144
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1;80,80,80,80,80,80,41,41,80,41,41,80,80,41,80,80,80,80,80,41,101,80,80,29,51,41,80,51
1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,3,1,1,1,1,2,3,1,1,3,2,1,3,1,1,3,1,1,1,1,2,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1;115,63,115,63,115,143,61,129,59,70,140,140,23,140,12,63,61,23,63,23,23,63,23,118,61,23,63,23,77,23,63,23,23,63,115,23,63,115,23,61,77,23,63,23,63,23,63,141,23,63,141,141,23,63,118,141,23,63,141,57,23,63,61,136,56,61,63,23,61,23,63,61,61,141,23,63,61,59,141,141,23,63,61,56,61,23,63,61,61,132,8,140,23,63,141,59,39,23,63,61,140,61,63,61,141,61,61,61,61,118,118,141,61,61,141,141,141,141,61,61,147,61,61,147,141,61,141,61,61,61,61,12,61,147,147,23,63,61,61,61,23,12,64,145,12,63,61,12,59,8,140,140,8,61,61,61,104,63,61,61,140,61,61,61,61,61,61,63,61,61,63,63,63
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1;136,86,136,136,123,136,86,136,86,123,136,86,86,86,86,136,123,123,136,86,136,136,136,136,142,136,136,136,97,136,136,136,136,136,136,123,136,136,136,136,136,123,136,136,136,136,136,136,136,123,136,136,136,59,59,136,136,136,86,97,136,136,123,136,123,123,123,136
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;95,80,80,80,80,80,2,2,2,2,2,2,2,2,2,2,147,40,147,2,2,40,95,128,128,128,128,2,2,2,2,128,2,2,2,2,2,2,80,2,63,72
1,1,1,1,1,1,1,1,1,1;56,141,139,139,141,40,40,120,137,139
1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,3,1,3,1,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,4,2,1,2,1,1,1,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1;116,64,118,116,116,125,125,116,116,116,118,116,23,116,116,116,116,115,24,116,125,125,116,20,116,125,116,17,125,116,116,125,116,125,116,116,125,44,20,20,116,20,57,20,20,125,57,116,52,20,116,20,140,20,116,77,20,20,140,20,125,125,44,125,116,43,116,12,125,125,116,44,20,20,20,116,116,118,23,20,20,44,125,116,44,20,64,108,64,140,23,63,116,20,64,116,116,116,20,116,1,125,116,20,20,64,64,64,64,15,20,20,20,116,20,20,20,20,17,17,17,125,116,125,116,20,43,85,125,1,64,20,125,116,20,20,125,116,20,57,125,116,20,64,20,64,125,17,125,116,115,125,116,20,116,125,20,17,20,20,125,125,20,20,20,20,17,116,116,24,64,64,118,12,77,57,20,118,20,17,64,125,116,20,116,46,77,63,108,108,125,125,20,20,133,116,125,116,20,116,116,15,116,24,125,118,64,118,116,140,64,118,24,63,118,140,125,116,64,20,20,116,116,125,116,125,125,125,116,20,125,125,125,116,20,116,116,116,20,116,20,20,20,20,20
